condition_name,condition_slug,symptom_names,symptom_slugs,symptom_probabilities,text,num_symptoms,max_symptom_probability,mean_symptom_probability,urgent_score,gp_score,self_score,label,override_applied,text_len_words,label_numeric
Neonatal jaundice,neonatal-jaundice,"['Jaundice', 'Infant feeding problem', 'Irritable infant', 'Changes in stool appearance', 'Irregular belly button', 'Fluid in ear', 'Recent weight loss']","['jaundice', 'infant-feeding-problem', 'irritable-infant', 'changes-in-stool-appearance', 'irregular-belly-button', 'fluid-in-ear', 'recent-weight-loss']","[86, 24, 10, 7, 4, 4, 4]","Condition: Neonatal jaundice. Patient reports: Jaundice, Infant feeding problem, Irritable infant, Changes in stool appearance, Irregular belly button, Fluid in ear, Recent weight loss.",7,86,19.857142857142858,0,0,0,self_monitor,False,24,0
Pulmonary eosinophilia,pulmonary-eosinophilia,"['Cough', 'Shortness of breath', 'Fever', 'Nasal congestion', 'Sharp chest pain', 'Difficulty breathing', 'Dizziness']","['cough', 'shortness-of-breath', 'fever', 'nasal-congestion', 'sharp-chest-pain', 'difficulty-breathing', 'dizziness']","[83, 76, 74, 63, 40, 30, 30]","Condition: Pulmonary eosinophilia. Patient reports: Cough, Shortness of breath, Fever, Nasal congestion, Sharp chest pain, Difficulty breathing, Dizziness.",7,83,56.57142857142857,3,2,1,urgent,False,18,2
Soft tissue sarcoma,soft-tissue-sarcoma,"['Skin lesion', 'Abnormal appearing skin', 'Skin growth', 'Skin moles', 'Itching of skin', 'Skin dryness, peeling, scaliness, or roughness', 'Leg lump or mass']","['skin-lesion', 'abnormal-appearing-skin', 'skin-growth', 'skin-moles', 'itching-of-skin', 'skin-dryness-peeling-scaliness-or-roughness', 'leg-lump-or-mass']","[53, 42, 36, 28, 13, 10, 10]","Condition: Soft tissue sarcoma. Patient reports: Skin lesion, Abnormal appearing skin, Skin growth, Skin moles, Itching of skin, Skin dryness, peeling, scaliness, or roughness, Leg lump or mass.",7,53,27.428571428571427,0,0,0,self_monitor,False,28,0
Jaw disorder,jaw-disorder,"['Toothache', 'Facial pain', 'Gum pain', 'Jaw swelling', 'Headache', 'Peripheral edema', 'Mouth pain']","['toothache', 'facial-pain', 'gum-pain', 'jaw-swelling', 'headache', 'peripheral-edema', 'mouth-pain']","[86, 81, 38, 38, 33, 29, 25]","Condition: Jaw disorder. Patient reports: Toothache, Facial pain, Gum pain, Jaw swelling, Headache, Peripheral edema, Mouth pain.",7,86,47.142857142857146,0,2,0,consult_gp,False,17,1
Lateral epicondylitis (tennis elbow),lateral-epicondylitis-tennis-elbow,"['Elbow pain', 'Arm pain', 'Shoulder pain', 'Loss of sensation', 'Wrist pain', 'Hand or finger pain', 'Paresthesia']","['elbow-pain', 'arm-pain', 'shoulder-pain', 'loss-of-sensation', 'wrist-pain', 'hand-or-finger-pain', 'paresthesia']","[92, 53, 38, 37, 33, 21, 21]","Condition: Lateral epicondylitis (tennis elbow). Patient reports: Elbow pain, Arm pain, Shoulder pain, Loss of sensation, Wrist pain, Hand or finger pain, Paresthesia.",7,92,42.142857142857146,0,0,0,self_monitor,True,23,0
Open wound of the mouth,open-wound-of-the-mouth,"['Tongue lesions', 'Toothache', 'Seizures', 'Lip swelling', 'Bleeding in mouth', 'Tongue bleeding', 'Mouth pain']","['tongue-lesions', 'toothache', 'seizures', 'lip-swelling', 'bleeding-in-mouth', 'tongue-bleeding', 'mouth-pain']","[31, 27, 23, 18, 18, 18, 13]","Condition: Open wound of the mouth. Patient reports: Tongue lesions, Toothache, Seizures, Lip swelling, Bleeding in mouth, Tongue bleeding, Mouth pain.",7,31,21.142857142857142,1,0,0,urgent,False,21,2
Alzheimer disease,alzheimer-disease,"['Disturbance of memory', 'Depressive or psychotic symptoms', 'Depression', 'Problems with movement', 'Hostile behavior', 'Delusions or hallucinations', 'Difficulty speaking']","['disturbance-of-memory', 'depressive-or-psychotic-symptoms', 'depression', 'problems-with-movement', 'hostile-behavior', 'delusions-or-hallucinations', 'difficulty-speaking']","[73, 38, 32, 15, 15, 10, 9]","Condition: Alzheimer disease. Patient reports: Disturbance of memory, Depressive or psychotic symptoms, Depression, Problems with movement, Hostile behavior, Delusions or hallucinations, Difficulty speaking.",7,73,27.428571428571427,0,0,0,self_monitor,False,23,0
Neurosis,neurosis,"['Depressive or psychotic symptoms', 'Depression', 'Anxiety and nervousness', 'Hostile behavior', 'Delusions or hallucinations', 'Headache', 'Excessive anger']","['depressive-or-psychotic-symptoms', 'depression', 'anxiety-and-nervousness', 'hostile-behavior', 'delusions-or-hallucinations', 'headache', 'excessive-anger']","[75, 55, 37, 34, 29, 27, 18]","Condition: Neurosis. Patient reports: Depressive or psychotic symptoms, Depression, Anxiety and nervousness, Hostile behavior, Delusions or hallucinations, Headache, Excessive anger.",7,75,39.285714285714285,0,1,0,consult_gp,False,20,1
Parathyroid adenoma,parathyroid-adenoma,"['Shoulder pain', 'Weakness', 'Anxiety and nervousness', 'Disturbance of memory', 'Fluid retention', 'Flu-like syndrome', 'Throat feels tight']","['shoulder-pain', 'weakness', 'anxiety-and-nervousness', 'disturbance-of-memory', 'fluid-retention', 'flu-like-syndrome', 'throat-feels-tight']","[30, 24, 24, 18, 10, 10, 10]","Condition: Parathyroid adenoma. Patient reports: Shoulder pain, Weakness, Anxiety and nervousness, Disturbance of memory, Fluid retention, Flu-like syndrome, Throat feels tight.",7,30,18.0,0,0,0,self_monitor,False,21,0
Cystic Fibrosis,cystic-fibrosis,"['Cough', 'Feeling ill', 'Decreased appetite', 'Intermenstrual bleeding', 'Hemoptysis', 'Bleeding gums', 'Spots or clouds in vision']","['cough', 'feeling-ill', 'decreased-appetite', 'intermenstrual-bleeding', 'hemoptysis', 'bleeding-gums', 'spots-or-clouds-in-vision']","[48, 28, 11, 4, 4, 4, 4]","Condition: Cystic Fibrosis. Patient reports: Cough, Feeling ill, Decreased appetite, Intermenstrual bleeding, Hemoptysis, Bleeding gums, Spots or clouds in vision.",7,48,14.714285714285714,0,0,0,self_monitor,False,20,0
Female genitalia infection,female-genitalia-infection,"['Vaginal pain', 'Vulvar irritation', 'Skin lesion', 'Fever', 'Vaginal discharge', 'Skin growth', 'Vulvar sore']","['vaginal-pain', 'vulvar-irritation', 'skin-lesion', 'fever', 'vaginal-discharge', 'skin-growth', 'vulvar-sore']","[49, 36, 32, 32, 27, 27, 22]","Condition: Female genitalia infection. Patient reports: Vaginal pain, Vulvar irritation, Skin lesion, Fever, Vaginal discharge, Skin growth, Vulvar sore.",7,49,32.142857142857146,0,1,0,consult_gp,False,19,1
Benign paroxysmal positional vertical (BPPV),benign-paroxysmal-positional-vertical-bppv,"['Dizziness', 'Nausea', 'Vomiting', 'Headache', 'Problems with movement', 'Weakness', 'Ringing in ear']","['dizziness', 'nausea', 'vomiting', 'headache', 'problems-with-movement', 'weakness', 'ringing-in-ear']","[98, 63, 53, 31, 25, 22, 18]","Condition: Benign paroxysmal positional vertical (BPPV). Patient reports: Dizziness, Nausea, Vomiting, Headache, Problems with movement, Weakness, Ringing in ear.",7,98,44.285714285714285,0,3,0,consult_gp,False,19,1
Hyponatremia,hyponatremia,"['Weakness', 'Vomiting', 'Nausea', 'Shortness of breath', 'Dizziness', 'Sharp abdominal pain', 'Sharp chest pain']","['weakness', 'vomiting', 'nausea', 'shortness-of-breath', 'dizziness', 'sharp-abdominal-pain', 'sharp-chest-pain']","[55, 53, 48, 44, 44, 38, 33]","Condition: Hyponatremia. Patient reports: Weakness, Vomiting, Nausea, Shortness of breath, Dizziness, Sharp abdominal pain, Sharp chest pain.",7,55,45.0,2,3,0,urgent,False,17,2
Sporotrichosis,sporotrichosis,"['Knee pain', 'Knee swelling', 'Shoulder cramps or spasms', 'Ankle pain', 'Wrist pain', 'Pain during pregnancy', 'Joint stiffness or tightness']","['knee-pain', 'knee-swelling', 'shoulder-cramps-or-spasms', 'ankle-pain', 'wrist-pain', 'pain-during-pregnancy', 'joint-stiffness-or-tightness']","[100, 100, 32, 32, 32, 32, 32]","Condition: Sporotrichosis. Patient reports: Knee pain, Knee swelling, Shoulder cramps or spasms, Ankle pain, Wrist pain, Pain during pregnancy, Joint stiffness or tightness.",7,100,51.42857142857143,0,0,0,self_monitor,False,23,0
Scleritis,scleritis,"['Pain in eye', 'Eye redness', 'Headache', 'Lacrimation', 'Spots or clouds in vision', 'Cloudy eye', 'Symptoms of eye']","['pain-in-eye', 'eye-redness', 'headache', 'lacrimation', 'spots-or-clouds-in-vision', 'cloudy-eye', 'symptoms-of-eye']","[83, 76, 42, 42, 32, 19, 19]","Condition: Scleritis. Patient reports: Pain in eye, Eye redness, Headache, Lacrimation, Spots or clouds in vision, Cloudy eye, Symptoms of eye.",7,83,44.71428571428572,0,1,0,consult_gp,False,21,1
Pyelonephritis,pyelonephritis,"['Side pain', 'Fever', 'Sharp abdominal pain', 'Back pain', 'Vomiting', 'Nausea', 'Painful urination']","['side-pain', 'fever', 'sharp-abdominal-pain', 'back-pain', 'vomiting', 'nausea', 'painful-urination']","[75, 70, 70, 68, 57, 56, 52]","Condition: Pyelonephritis. Patient reports: Side pain, Fever, Sharp abdominal pain, Back pain, Vomiting, Nausea, Painful urination.",7,75,64.0,0,5,0,consult_gp,False,16,1
Premature ventricular contractions (PVCs),premature-ventricular-contractions-pvcs,"['Palpitations', 'Irregular heartbeat', 'Sharp chest pain', 'Fainting', 'Shortness of breath', 'Increased heart rate', 'Difficulty breathing']","['palpitations', 'irregular-heartbeat', 'sharp-chest-pain', 'fainting', 'shortness-of-breath', 'increased-heart-rate', 'difficulty-breathing']","[73, 59, 40, 33, 24, 24, 24]","Condition: Premature ventricular contractions (PVCs). Patient reports: Palpitations, Irregular heartbeat, Sharp chest pain, Fainting, Shortness of breath, Increased heart rate, Difficulty breathing.",7,73,39.57142857142857,4,1,0,urgent,False,22,2
Corneal disorder,corneal-disorder,"['Diminished vision', 'Pain in eye', 'Eye redness', 'Spots or clouds in vision', 'Symptoms of eye', 'Foreign body sensation in eye', 'Lacrimation']","['diminished-vision', 'pain-in-eye', 'eye-redness', 'spots-or-clouds-in-vision', 'symptoms-of-eye', 'foreign-body-sensation-in-eye', 'lacrimation']","[76, 62, 43, 32, 30, 27, 24]","Condition: Corneal disorder. Patient reports: Diminished vision, Pain in eye, Eye redness, Spots or clouds in vision, Symptoms of eye, Foreign body sensation in eye, Lacrimation.",7,76,42.0,0,0,0,self_monitor,False,26,0
Vitamin B12 deficiency,vitamin-b12-deficiency,"['Fatigue', 'Paresthesia', 'Disturbance of memory', 'Problems with movement', 'Sweating', 'Symptoms of the face', 'Heartburn']","['fatigue', 'paresthesia', 'disturbance-of-memory', 'problems-with-movement', 'sweating', 'symptoms-of-the-face', 'heartburn']","[36, 14, 14, 9, 6, 6, 6]","Condition: Vitamin B12 deficiency. Patient reports: Fatigue, Paresthesia, Disturbance of memory, Problems with movement, Sweating, Symptoms of the face, Heartburn.",7,36,13.0,0,1,1,self_monitor,True,20,0
Stress incontinence,stress-incontinence,"['Involuntary urination', 'Frequent urination', 'Painful urination', 'Symptoms of bladder', 'Blood in urine', 'Retention of urine', 'Suprapubic pain']","['involuntary-urination', 'frequent-urination', 'painful-urination', 'symptoms-of-bladder', 'blood-in-urine', 'retention-of-urine', 'suprapubic-pain']","[90, 42, 23, 23, 18, 15, 15]","Condition: Stress incontinence. Patient reports: Involuntary urination, Frequent urination, Painful urination, Symptoms of bladder, Blood in urine, Retention of urine, Suprapubic pain.",7,90,32.285714285714285,0,2,0,self_monitor,True,22,0
Gastroesophageal reflux disease (GERD),gastroesophageal-reflux-disease-gerd,"['Sharp chest pain', 'Sharp abdominal pain', 'Vomiting', 'Heartburn', 'Cough', 'Nausea', 'Burning abdominal pain']","['sharp-chest-pain', 'sharp-abdominal-pain', 'vomiting', 'heartburn', 'cough', 'nausea', 'burning-abdominal-pain']","[44, 43, 33, 33, 33, 28, 21]","Condition: Gastroesophageal reflux disease (GERD). Patient reports: Sharp chest pain, Sharp abdominal pain, Vomiting, Heartburn, Cough, Nausea, Burning abdominal pain.",7,44,33.57142857142857,1,2,1,self_monitor,True,20,0
Urge incontinence,urge-incontinence,"['Frequent urination', 'Involuntary urination', 'Symptoms of bladder', 'Retention of urine', 'Suprapubic pain', 'Painful urination', 'Back pain']","['frequent-urination', 'involuntary-urination', 'symptoms-of-bladder', 'retention-of-urine', 'suprapubic-pain', 'painful-urination', 'back-pain']","[80, 58, 44, 37, 37, 28, 25]","Condition: Urge incontinence. Patient reports: Frequent urination, Involuntary urination, Symptoms of bladder, Retention of urine, Suprapubic pain, Painful urination, Back pain.",7,80,44.142857142857146,0,2,0,consult_gp,False,21,1
Lung cancer,lung-cancer,"['Shortness of breath', 'Cough', 'Fatigue', 'Decreased appetite', 'Hemoptysis', 'Drainage in throat', 'Leg weakness']","['shortness-of-breath', 'cough', 'fatigue', 'decreased-appetite', 'hemoptysis', 'drainage-in-throat', 'leg-weakness']","[44, 30, 24, 14, 6, 6, 4]","Condition: Lung cancer. Patient reports: Shortness of breath, Cough, Fatigue, Decreased appetite, Hemoptysis, Drainage in throat, Leg weakness.",7,44,18.285714285714285,2,1,0,urgent,False,18,2
Hiatal hernia,hiatal-hernia,"['Sharp abdominal pain', 'Sharp chest pain', 'Nausea', 'Vomiting', 'Difficulty in swallowing', 'Burning abdominal pain', 'Dizziness']","['sharp-abdominal-pain', 'sharp-chest-pain', 'nausea', 'vomiting', 'difficulty-in-swallowing', 'burning-abdominal-pain', 'dizziness']","[63, 48, 45, 43, 43, 40, 29]","Condition: Hiatal hernia. Patient reports: Sharp abdominal pain, Sharp chest pain, Nausea, Vomiting, Difficulty in swallowing, Burning abdominal pain, Dizziness.",7,63,44.42857142857143,1,3,0,urgent,False,20,2
Pilonidal cyst,pilonidal-cyst,"['Skin growth', 'Lower body pain', 'Ache all over', 'Skin swelling', 'Pain of the anus', 'Bones are painful', 'Back mass or lump']","['skin-growth', 'lower-body-pain', 'ache-all-over', 'skin-swelling', 'pain-of-the-anus', 'bones-are-painful', 'back-mass-or-lump']","[52, 41, 32, 28, 17, 14, 14]","Condition: Pilonidal cyst. Patient reports: Skin growth, Lower body pain, Ache all over, Skin swelling, Pain of the anus, Bones are painful, Back mass or lump.",7,52,28.285714285714285,0,0,0,self_monitor,False,26,0
Avascular necrosis,avascular-necrosis,"['Hip pain', 'Knee pain', 'Shoulder pain', 'Drug abuse', 'Bowlegged or knock-kneed', 'Shoulder stiffness or tightness', 'Shoulder weakness']","['hip-pain', 'knee-pain', 'shoulder-pain', 'drug-abuse', 'bowlegged-or-knock-kneed', 'shoulder-stiffness-or-tightness', 'shoulder-weakness']","[86, 53, 45, 12, 12, 12, 12]","Condition: Avascular necrosis. Patient reports: Hip pain, Knee pain, Shoulder pain, Drug abuse, Bowlegged or knock-kneed, Shoulder stiffness or tightness, Shoulder weakness.",7,86,33.142857142857146,0,0,0,self_monitor,False,22,0
Cataract,cataract,"['Diminished vision', 'Spots or clouds in vision', 'Symptoms of eye', 'Pain in eye', 'Lacrimation', 'Itchiness of eye', 'Blindness']","['diminished-vision', 'spots-or-clouds-in-vision', 'symptoms-of-eye', 'pain-in-eye', 'lacrimation', 'itchiness-of-eye', 'blindness']","[77, 33, 27, 19, 15, 13, 9]","Condition: Cataract. Patient reports: Diminished vision, Spots or clouds in vision, Symptoms of eye, Pain in eye, Lacrimation, Itchiness of eye, Blindness.",7,77,27.571428571428573,0,0,0,self_monitor,False,22,0
Premature rupture of amniotic membrane,premature-rupture-of-amniotic-membrane,"['Uterine contractions', 'Fever', 'Weight gain', 'Seizures', 'Spotting or bleeding during pregnancy', 'Coryza', 'Sharp abdominal pain']","['uterine-contractions', 'fever', 'weight-gain', 'seizures', 'spotting-or-bleeding-during-pregnancy', 'coryza', 'sharp-abdominal-pain']","[92, 28, 28, 28, 28, 28, 28]","Condition: Premature rupture of amniotic membrane. Patient reports: Uterine contractions, Fever, Weight gain, Seizures, Spotting or bleeding during pregnancy, Coryza, Sharp abdominal pain.",7,92,37.142857142857146,1,2,0,urgent,False,23,2
Goiter,goiter,"['Fatigue', 'Weight gain', 'Neck mass', 'Difficulty in swallowing', 'Neck swelling', 'Lump in throat', 'Heartburn']","['fatigue', 'weight-gain', 'neck-mass', 'difficulty-in-swallowing', 'neck-swelling', 'lump-in-throat', 'heartburn']","[22, 15, 12, 12, 10, 10, 10]","Condition: Goiter. Patient reports: Fatigue, Weight gain, Neck mass, Difficulty in swallowing, Neck swelling, Lump in throat, Heartburn.",7,22,13.0,0,1,1,consult_gp,False,18,1
Pyloric stenosis,pyloric-stenosis,"['Vomiting', 'Sharp abdominal pain', 'Infant spitting up', 'Vomiting blood', 'Cough', 'Arm stiffness or tightness', 'Regurgitation']","['vomiting', 'sharp-abdominal-pain', 'infant-spitting-up', 'vomiting-blood', 'cough', 'arm-stiffness-or-tightness', 'regurgitation']","[84, 35, 35, 35, 35, 21, 21]","Condition: Pyloric stenosis. Patient reports: Vomiting, Sharp abdominal pain, Infant spitting up, Vomiting blood, Cough, Arm stiffness or tightness, Regurgitation.",7,84,38.0,1,2,0,urgent,False,20,2
Contact dermatitis,contact-dermatitis,"['Skin rash', 'Itching of skin', 'Abnormal appearing skin', 'Skin lesion', 'Skin dryness, peeling, scaliness, or roughness', 'Allergic reaction', 'Skin swelling']","['skin-rash', 'itching-of-skin', 'abnormal-appearing-skin', 'skin-lesion', 'skin-dryness-peeling-scaliness-or-roughness', 'allergic-reaction', 'skin-swelling']","[88, 55, 31, 26, 21, 16, 13]","Condition: Contact dermatitis. Patient reports: Skin rash, Itching of skin, Abnormal appearing skin, Skin lesion, Skin dryness, peeling, scaliness, or roughness, Allergic reaction, Skin swelling.",7,88,35.714285714285715,0,1,0,self_monitor,True,25,0
Tracheitis,tracheitis,"['Cough', 'Sore throat', 'Fever', 'Coryza', 'Hoarse voice', 'Nasal congestion', 'Ear pain']","['cough', 'sore-throat', 'fever', 'coryza', 'hoarse-voice', 'nasal-congestion', 'ear-pain']","[90, 75, 64, 48, 48, 42, 42]","Condition: Tracheitis. Patient reports: Cough, Sore throat, Fever, Coryza, Hoarse voice, Nasal congestion, Ear pain.",7,90,58.42857142857143,0,3,1,consult_gp,False,15,1
Injury to the face,injury-to-the-face,"['Neck pain', 'Headache', 'Facial pain', 'Ear pain', 'Bleeding from ear', 'Nosebleed', 'Mouth pain']","['neck-pain', 'headache', 'facial-pain', 'ear-pain', 'bleeding-from-ear', 'nosebleed', 'mouth-pain']","[53, 46, 41, 24, 21, 15, 11]","Condition: Injury to the face. Patient reports: Neck pain, Headache, Facial pain, Ear pain, Bleeding from ear, Nosebleed, Mouth pain.",7,53,30.142857142857142,0,2,0,consult_gp,False,20,1
